"ID","age","sex","job","education","condition","adj_bart_score","adj_bart_score_early","adj_bart_score_middle","adj_bart_score_late","bart_payoff","bart_score","bart_score_early","bart_score_middle","bart_score_late","n_explosions","belief_optimal_inflations","belief_distribution","grips_commonly","grips_attracted","grips_chances","grips_fun","grips_enjoy","grips_part","grips_hurt","grips_friends","soep_leisure","soep_health","soep_driving","soep_occupation","soep_faith","soep_finance","soep_general","forb_gamble","forb_sport","forb_cigarettes","forb_invest","forb_speed","forb_drink"
103,32,"male","working","primary","normal_moderate",14.0740740740741,12.3333333333333,14.25,15.5,3.8,14.0333333333333,13.6,13,15.5,3,16,44,3,3,4,4,3,2,2,3,6,3,5,10,2,6,5,0.010958904109589,0,8,0.0136986301369863,0.714285714285714,5
104,56,"female","working","master","normal_high",14.1818181818182,10.625,14.75,18.1666666666667,3.12,13.2666666666667,10.4,12.4,17,8,51,7,1,1,3,1,2,1,1,3,3,1,1,8,0,2,5,0.00547945205479452,0,0,0.0164383561643836,1,0.0327868852459016
105,22,"male","unemployed","high_school","normal_low",21.4444444444444,20.125,22.9,21,5.79,21.7666666666667,21.3,22.9,21.1,3,19,44,4,1,2,4,3,3,3,3,2,7,3,4,5,4,4,0.00273972602739726,0.00273972602739726,0,0.0327868852459016,0,0.0327868852459016
106,31,"male","working","bachelor","normal_moderate",17.8636363636364,20.75,16.875,17.5,3.93,18.8333333333333,23.9,15.1,17.5,8,17,16,0,2,4,2,3,5,4,3,2,2,3,8,7,7,5,0,0,0,0.00273972602739726,0,0
107,65,"female","working","bachelor","uniform",18.4736842105263,14.4285714285714,21.1666666666667,20.5,3.51,17.2333333333333,14.4,20.1,17.2,11,25,30,1,1,1,1,1,1,1,1,6,1,2,4,7,2,5,0,0.0327868852459016,0,0,1,0.285714285714286
108,35,"female","working","high_school","normal_low",25,26.2857142857143,24,25,6.25,24.9,25.7,24.3,24.7,5,26,12,2,1,3,1,2,2,2,1,4,1,1,3,2,1,2,0.00547945205479452,0,20,0.00273972602739726,0.0655737704918033,0.0327868852459016
109,27,"female","working","high_school","normal_moderate",16.8,17.375,15.5714285714286,17.2,4.2,16.8333333333333,18.6,14.7,17.2,5,31,36,3,4,4,3,3,3,4,4,8,6,4,6,4,5,8,0.0327868852459016,0.0655737704918033,5,0,0,0.0983606557377049
110,25,"male","working","high_school","normal_high",22.6842105263158,22.5714285714286,22.7142857142857,22.8,4.31,19.7333333333333,21.1,19.3,18.8,11,39,0,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,0.0136986301369863,0,0,0.327868852459016,0.163934426229508,0
111,37,"male","working","bachelor","normal_moderate",15,15,15,15,4.2,14.5333333333333,15,13.6,15,2,20,29,2,2,2,2,2,2,1,2,4,2,3,2,7,2,1,0,0,0,0.0273972602739726,0.327868852459016,0
112,25,"male","working","high_school","normal_low",25.1363636363636,23.1666666666667,25.2857142857143,26.3333333333333,5.53,26,25.8,26.3,25.9,8,27,39,3,1,4,4,2,1,2,2,8,6,0,9,6,3,6,0,0,0,0,0,1.71428571428571
113,22,"female","working","bachelor","normal_low",24.72,23.2857142857143,26,24.7,6.18,25.4,25.3,26.2,24.7,5,27,24,2,1,1,1,1,1,2,1,3,1,0,0,4,1,1,0,0.00273972602739726,0,0,0.0327868852459016,0.0327868852459016
114,37,"male","working","high_school","normal_low",23.8846153846154,20.8888888888889,26,25,6.21,24.1333333333333,20.6,27.1,24.7,4,64,7,2,3,3,3,2,1,2,2,6,2,4,2,5,2,2,0.00547945205479452,0,0.327868852459016,0.010958904109589,0.327868852459016,0.327868852459016
115,26,"male","working","bachelor","normal_low",21.4642857142857,19.3333333333333,21.7,23.3333333333333,6.01,21.3666666666667,19.2,21.7,23.2,2,16,12,2,1,1,2,1,2,1,2,1,4,5,1,3,1,1,0.00273972602739726,0,0.0327868852459016,0,10,0.285714285714286
116,24,"female","student","professional","normal_low",15.84,17.8571428571429,15.9,14,4.06,17.8275862068966,21.8,15.9,15.5555555555556,4,25,19,4,4,4,4,4,0,4,5,5,7,8,8,2,4,7,0.0273972602739726,0,13,0.010958904109589,1.01639344262295,0.428571428571429
117,30,"female","working","high_school","normal_high",22.5555555555556,19.2857142857143,25.1666666666667,24,4.06,19.4333333333333,17.5,21.4,19.4,12,34,0,3,3,3,3,3,3,3,3,4,4,3,4,0,4,4,0,0,0,0.00547945205479452,0,0.063013698630137
118,52,"female","working","bachelor","uniform",8.79166666666667,6.66666666666667,9.25,11,2.34,8.57142857142857,7.2,8.66666666666667,10,4,13,19,1,2,2,3,2,1,2,2,5,8,5,4,2,2,4,0.00547945205479452,0,0.00273972602739726,0.00273972602739726,0.428571428571429,1
119,40,"male","unemployed","high_school","normal_high",29.6666666666667,25.4,29.4,34.2,4.45,24.2758620689655,24.4444444444444,23.9,24.5,14,31,18,2,2,3,5,3,2,4,2,8,8,8,0,9,2,4,0,0,10,0,0,2.14285714285714
120,36,"male","working","bachelor","normal_high",14.0454545454545,16.875,13.8571428571429,11,3.09,13.1666666666667,15.4,13.2,10.9,8,15,9,3,4,4,4,3,4,5,4,8,4,5,7,3,6,7,0,0,0,0,0,0
121,28,"female","working","bachelor","normal_high",24.7058823529412,30.5,22,21,4.2,22.0333333333333,25.6,19.5,21,13,18,14,4,2,4,3,3,3,3,4,6,8,7,3,6,5,6,0.00273972602739726,0,0,0,1,0.285714285714286
122,36,"female","working","primary","normal_moderate",15.5,14.875,15.125,16.3,4.03,15.4,16.2,13.7,16.3,4,17,5,2,2,2,3,2,2,2,2,8,0,0,2,6,3,2,0.273972602739726,0.00821917808219178,20,0.00273972602739726,0,0.163934426229508
123,40,"male","working","bachelor","uniform",17.6190476190476,13.3333333333333,18.75,20,3.7,15.3,13,16.7,16.2,9,29,4,1,1,2,2,1,1,1,1,4,0,2,0,4,1,7,0,0,0,0,0.714285714285714,0
124,33,"female","working","master","normal_high",13.4583333333333,10.75,16.75,12.875,3.23,12.4333333333333,11.2,14,12.1,6,11,32,1,2,2,2,1,2,2,1,2,7,3,2,0,1,2,0.00547945205479452,0,22,0,0.0931506849315069,0
125,41,"female","working","high_school","normal_high",35.9090909090909,30.4,42.6666666666667,38.3333333333333,4.32,26.8275862068966,25,28.4,26.9,18,49,15,1,1,1,1,1,1,1,1,0,6,1,0,4,0,0,0,0,20,0,0.0983606557377049,0
126,31,"male","working","high_school","normal_moderate",17.2916666666667,15.5,17.2857142857143,18.8888888888889,4.15,17.2,16.8,15.9,18.9,6,32,5,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,0,0.285714285714286,2,0.0983606557377049,0,0.714285714285714
127,31,"female","unemployed","high_school","normal_moderate",30.2142857142857,28.5,30.4,31.4,4.23,26.5,26.6,24.1,28.8,16,24,14,3,2,4,3,4,0,0,3,8,8,2,6,6,3,7,0.00273972602739726,0,0,0.00547945205479452,6,0.0655737704918033
128,59,"female","working","professional","normal_moderate",16,16.7777777777778,17.375,13.75,4,16.0333333333333,17.3,15.5,15.3,5,25,3,1,3,2,1,1,1,1,1,3,1,0,3,3,1,2,0.0136986301369863,0,30,0,0.0273972602739726,1
129,24,"male","working","high_school","normal_high",23.7368421052632,26.4285714285714,24.3333333333333,20,4.51,20.1666666666667,22.5,20.9,17.1,11,23,10,3,3,4,4,3,4,4,3,7,5,7,6,4,6,5,0.00547945205479452,0.00273972602739726,0.285714285714286,0,0.142857142857143,3
130,26,"male","working","professional","normal_moderate",22.7619047619048,24.5,22.1428571428571,22,4.78,21.7666666666667,23.9,19.3,22.1,9,21,12,4,3,4,4,4,4,4,3,7,4,5,8,10,4,8,0,0.010958904109589,1.42857142857143,0,0.142857142857143,1
131,59,"male","unemployed","high_school","normal_moderate",23.75,19,22.3333333333333,29.7142857142857,4.75,22.8666666666667,19.5,20.1,29,10,31,10,4,4,4,5,3,3,3,4,5,5,5,5,7,4,7,0.163934426229508,0,11,0,0.163934426229508,0
132,31,"male","unemployed","high_school","normal_low",21.3703703703704,23.25,19.3,22,5.77,21.4333333333333,23,19.3,22,3,21,43,3,3,4,4,2,2,2,3,7,3,3,6,7,7,6,0.142857142857143,0.00273972602739726,0,0.163934426229508,1,0.428571428571429
133,65,"female","working","bachelor","uniform",21.1052631578947,19.2,23,20.5714285714286,4.01,18.0333333333333,16.2,21.3,16.6,11,26,7,2,2,4,4,2,3,1,3,1,2,1,4,5,4,3,0.0327868852459016,0,0,0.0655737704918033,0,0.00821917808219178
134,54,"female","working","high_school","normal_moderate",16.2173913043478,19.3333333333333,16,14.3333333333333,3.73,16.7666666666667,21.1,14.4,14.8,7,20,11,1,1,1,1,1,1,1,1,0,0,0,2,5,0,0,0,0,0.327868852459016,0,0,0
135,31,"male","unemployed","high_school","normal_high",23,21.5714285714286,24.1428571428571,23.4,4.37,19.5333333333333,19.1,20.4,19.1,11,22,8,2,3,4,4,2,2,3,3,5,5,4,6,3,6,6,0.00273972602739726,0,0,0,0.163934426229508,0.295081967213115
136,36,"female","working","bachelor","normal_low",26.5,32,27,22.5555555555556,5.3,26.7666666666667,29.9,27.9,22.5,10,20,14,3,4,4,4,4,4,4,4,8,4,6,7,8,6,3,0.0655737704918033,0.010958904109589,0,0.0136986301369863,1.42857142857143,2
137,43,"female","working","high_school","normal_moderate",23.8823529411765,18.5,27,26.5,4.06,23.2,19.8,23,26.8,13,23,34,2,2,4,3,1,4,1,1,3,2,1,6,7,2,3,0.00547945205479452,0,0,0.0327868852459016,0.0327868852459016,0.00547945205479452
138,40,"male","working","bachelor","normal_high",28.3888888888889,27.125,27,31.8,5.11,23.2,23.6,22.7,23.3,12,34,12,2,4,4,4,3,2,3,2,7,4,4,6,5,5,6,0.0164383561643836,0.00547945205479452,0,0.0983606557377049,2,2
139,32,"male","student","professional","normal_low",18.2758620689655,14.6,19.6,20.8888888888889,5.3,18.4,14.6,19.6,21,1,18,9,1,2,4,2,2,2,1,1,2,3,3,4,7,4,3,0,0,0,0.0655737704918033,0.00547945205479452,0
140,52,"female","unemployed","bachelor","normal_high",29.6666666666667,19,34.3333333333333,39.5,3.56,24.5333333333333,20.9,25.9,26.8,18,18,15,3,2,3,3,2,3,2,4,6,4,1,7,8,5,6,0,0,0,0,0.0327868852459016,0.0655737704918033
141,34,"male","working","bachelor","uniform",13.0434782608696,7.71428571428571,13.8888888888889,17.2857142857143,3,12.3793103448276,9.66666666666667,12.9,14.3,6,28,15,2,3,4,3,3,4,3,3,7,5,3,6,8,7,6,0.571428571428571,0,0,0.0327868852459016,1,1.14285714285714
142,33,"female","working","high_school","normal_high",15.8636363636364,9.875,18.875,19.8333333333333,3.49,14.1666666666667,9.8,15.7,17,8,12,43,1,1,2,2,1,1,1,1,7,7,1,4,5,6,4,0.00821917808219178,0,0,0,0.0983606557377049,5
143,50,"female","working","bachelor","normal_high",20.25,18.7142857142857,21.8571428571429,20.1666666666667,4.25,17.75,18.4444444444444,17.6666666666667,17.2,8,25,8,1,1,1,1,1,1,1,1,1,1,1,0,8,0,1,0.428571428571429,0,0,0,3,0.142857142857143
144,33,"female","unemployed","high_school","normal_moderate",20.6521739130435,23.5714285714286,16.5,22.25,4.75,19.8666666666667,22.7,14.8,22.1,7,25,18,1,1,2,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0.131147540983607,0.131147540983607
145,29,"female","working","professional","uniform",16.7619047619048,15.2857142857143,15.375,20.3333333333333,3.52,14.9,13.6,14,17.1,9,45,8,2,2,2,2,2,2,2,2,1,4,1,1,1,1,1,0,0,0,0,0,0.0164383561643836
146,26,"male","working","bachelor","uniform",10.9090909090909,10,11.75,10.8571428571429,2.4,10.2666666666667,9.9,11.1,9.8,8,56,18,3,2,4,3,2,2,3,2,8,3,5,5,6,7,6,0.0273972602739726,0,8,0,0.10958904109589,0.0327868852459016
147,77,"male","retired","master","uniform",3.37931034482759,4.44444444444444,2.8,3,2,3.5,4.7,2.8,3,1,61,26,1,5,1,5,1,1,1,3,2,0,1,0,5,0,1,0.0273972602739726,0,0,0,5,0
148,43,"female","working","professional","normal_low",24.8095238095238,22.8571428571429,28,23.5714285714286,5.21,25.2666666666667,23.3,28,24.5,9,24,6,4,3,4,4,3,3,5,3,8,5,2,6,5,6,6,0.00273972602739726,0.00547945205479452,0,0.00547945205479452,0,0
149,59,"male","working","bachelor","uniform",18.15,13.6,18.75,20.7142857142857,3.63,15.6,13.4,16.7,16.7,10,36,15,1,1,2,1,1,2,1,1,1,0,0,1,7,2,1,0.0983606557377049,0,0,0.00547945205479452,0,0
150,58,"female","unemployed","bachelor","uniform",26.8235294117647,17.6,29.3333333333333,32,4.56,21.7333333333333,15.4,25.7,24.1,13,45,6,2,3,3,4,3,2,2,3,7,0,0,7,7,2,6,0.00273972602739726,0,15,0,0.714285714285714,0.273972602739726
151,23,"female","student","high_school","normal_moderate",28.75,25.6666666666667,34,27.2,4.6,25.551724137931,24.1,25.9,26.7777777777778,13,36,10,3,3,4,4,4,3,3,3,5,6,2,5,8,2,5,0,0,0,0,0.285714285714286,0.0327868852459016
152,42,"male","working","master","normal_moderate",16.4,17.25,16.375,15.6666666666667,4.1,16.3103448275862,17.8,15,16,4,20,10,2,2,3,4,2,1,1,2,6,4,3,6,5,5,6,0.00821917808219178,0,0,0.00821917808219178,2,0.714285714285714
153,46,"male","working","bachelor","normal_low",24.0952380952381,21,24.8888888888889,25.2857142857143,5.59,25,25,25.1,24.875,7,27,42,3,4,4,4,3,4,2,4,6,6,6,6,7,7,7,0,0,0,0.00821917808219178,0.714285714285714,0.0983606557377049
154,49,"male","working","bachelor","normal_high",28,22.2857142857143,27.8,38.25,4.48,23,19.6,23.1,26.3,14,31,5,1,2,4,3,1,1,2,1,1,1,3,7,7,7,1,0.0328767123287671,0,0,0.0547945205479452,5,0.0657534246575342
155,33,"female","working","high_school","normal_high",25.8571428571429,25,25.625,27.1666666666667,5.43,21.6333333333333,21.5,21.1,22.3,9,24,9,4,4,4,4,4,4,4,4,6,4,1,4,6,7,6,0.00821917808219178,0,1.14285714285714,0.0164383561643836,0.0136986301369863,0.00821917808219178
156,35,"male","working","master","normal_high",18.95,15.5,22.5,20,3.79,17.1,14.3,19.9,17.1,10,20,19,2,4,5,3,2,3,4,4,7,4,1,6,4,6,6,0.00273972602739726,0,0,0.285714285714286,0.142857142857143,0.571428571428571
157,30,"female","working","master","normal_low",26.8947368421053,30,27.5714285714286,24.75,5.11,27.6333333333333,29.9,28,25,11,26,33,4,5,4,4,5,4,3,4,8,5,6,5,8,6,8,0.010958904109589,0,12,0,0.714285714285714,0.142857142857143
158,44,"female","working","high_school","normal_high",10.2083333333333,11.1428571428571,9,10.5555555555556,2.45,9.86666666666667,11.8,7.8,10,6,46,25,1,2,2,3,1,1,2,2,3,5,6,5,4,4,5,0.00547945205479452,0,0.0136986301369863,0.00821917808219178,0.428571428571429,0.0273972602739726
159,62,"female","retired","high_school","normal_high",39,39,37.5,40.5,4.68,28.0666666666667,29.3,27.7,27.2,18,47,0,3,2,4,3,1,1,1,1,5,0,2,7,8,5,6,0.285714285714286,0,12,0,0,0
160,42,"male","working","master","uniform",7.07692307692308,6.75,7.33333333333333,7.11111111111111,2,7.06666666666667,7.3,7,6.9,4,8,32,2,1,3,2,1,1,1,2,3,1,1,0,4,0,3,0.428571428571429,0,0,0.0657534246575342,0.0655737704918033,0
161,40,"female","working","bachelor","normal_low",24.125,22.4285714285714,24.8888888888889,24.75,5.79,25.0333333333333,24.7,25.4,25,6,27,46,2,1,1,1,1,2,1,1,2,1,1,1,5,2,1,0,0,0,0.0273972602739726,2,0.285714285714286
162,36,"male","working","bachelor","normal_moderate",15,20,11.875,14,3.75,15.2,20.5,11.1,14,5,22,27,1,1,2,3,2,2,2,1,3,2,1,2,5,5,3,0,0,0,0.0327868852459016,0.142857142857143,0
163,38,"male","working","professional","normal_low",24.08,22.875,24.75,24.5555555555556,6.02,24.1666666666667,22.7,25.5,24.3,5,32,32,2,1,2,3,2,2,2,2,1,5,3,1,3,2,3,0,0,5,0,0,4.28571428571429
164,46,"male","working","bachelor","normal_high",16.1052631578947,15.2857142857143,16.1666666666667,17,3.51,14.8181818181818,15.2857142857143,12.875,16.5714285714286,3,64,33,4,3,3,4,3,4,4,4,8,8,7,7,6,7,5,0.00273972602739726,0.00821917808219178,0.0655737704918033,0.00273972602739726,0.00821917808219178,0.00547945205479452
165,30,"male","unemployed","professional","normal_high",21.5,16.5714285714286,24.2857142857143,24,4.3,18.5,15.6,20.4,19.5,10,28,11,3,3,4,4,4,3,3,3,5,8,7,7,3,5,6,0.428571428571429,0,0,0.142857142857143,0.428571428571429,0.590163934426229
166,31,"female","working","bachelor","uniform",19.8333333333333,18.2,20.2857142857143,20.6666666666667,3.57,17.0333333333333,15.7,18.1,17.3,12,25,26,3,3,4,4,4,4,4,3,7,5,5,7,7,7,6,0.0465753424657534,0.0410958904109589,0,0.0219178082191781,0.0684931506849315,0.142857142857143
167,55,"male","working","high_school","uniform",23.0555555555556,17,23.2857142857143,27.8333333333333,4.15,19.2,15.8,20.2,21.6,12,31,18,1,2,2,3,1,1,2,2,8,3,1,2,7,7,4,0.0655737704918033,0,0,0.0136986301369863,1,0.131147540983607
168,37,"female","working","bachelor","uniform",24.4444444444444,20.8333333333333,25,28,4.4,20.3,17,21.4,22.5,12,30,16,1,1,1,1,1,1,1,1,1,2,1,2,4,3,2,0.0327868852459016,0,0,0.0327868852459016,0,0.714285714285714
169,46,"male","working","professional","normal_moderate",17.5769230769231,16.6666666666667,16.875,19.1111111111111,4.57,17,16.8,15.1,19.1,4,24,3,3,4,3,4,3,3,2,3,7,5,6,8,6,8,7,0.714285714285714,0,20,0,2,1.42857142857143
170,68,"female","working","bachelor","normal_low",28,34.25,27.1428571428571,25.8888888888889,5.6,27.9,30.5,27.7,25.5,10,29,43,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0.00821917808219178,0,0,0,0.285714285714286,2
171,50,"female","working","bachelor","uniform",18.45,8.66666666666667,17.75,29.1666666666667,3.69,16.4333333333333,11,15.9,22.4,10,41,9,1,2,3,3,2,3,1,2,6,3,2,6,4,3,5,0,0,0,0.00273972602739726,0,0
172,40,"female","working","doctor","normal_low",25.3913043478261,23.5714285714286,27.125,25.25,5.84,25.5666666666667,23.5,27.6,25.6,7,38,30,2,3,3,3,3,2,2,3,5,4,5,5,5,5,5,0,0,5,0,0.0655737704918033,0.0327868852459016
173,42,"male","working","bachelor","uniform",16.0454545454545,13.5714285714286,15.875,18.7142857142857,3.62,14.1034482758621,12.4444444444444,14.4,15.3,7,22,12,3,4,4,4,4,3,4,4,8,6,5,8,6,9,8,0.0983606557377049,0.0164383561643836,0,0.0655737704918033,3,1
174,54,"male","working","high_school","uniform",10.0454545454545,9.5,10.3333333333333,10.1428571428571,2.21,9.9,10.7,9.7,9.3,8,10,16,2,2,2,2,2,2,2,1,4,3,2,3,3,2,3,0.0164383561643836,0,1,0,0,0.142857142857143
175,35,"female","working","doctor","uniform",10.4090909090909,9.83333333333333,10.6666666666667,10.5714285714286,2.29,10.1666666666667,10.9,10,9.6,8,12,33,1,1,2,2,1,1,1,1,2,0,0,5,7,3,3,0.00821917808219178,0,0,0.0328767123287671,0,0.229508196721311
176,22,"male","working","high_school","uniform",23.7777777777778,20.8,25,24.8571428571429,4.28,19.4333333333333,17.2,21.5,19.6,12,21,17,2,2,3,3,3,2,1,2,3,4,3,1,5,2,4,0,0.0655737704918033,0,0.00547945205479452,0.285714285714286,0.571428571428571
177,49,"male","working","bachelor","uniform",1.03333333333333,1.1,1,1,2,1.03333333333333,1.1,1,1,0,12,46,3,3,3,3,3,3,3,3,5,5,6,5,6,5,6,0.142857142857143,0.285714285714286,2,0.142857142857143,2,0.0327868852459016
178,62,"male","working","high_school","uniform",39.2307692307692,37.5,38,41.6,5.1,27.1666666666667,23.9,28.3,29.3,17,42,22,1,1,3,2,1,3,3,2,4,4,4,5,5,6,4,0.00273972602739726,0,0,0,0.571428571428571,0.0655737704918033
179,63,"male","working","bachelor","normal_low",26.0416666666667,25,25.7777777777778,27,6.25,26.4333333333333,26.9,25.9,26.5,6,31,10,2,3,3,2,2,2,3,2,1,7,4,5,6,7,6,0.142857142857143,0,20,0.010958904109589,0.285714285714286,0
180,23,"male","working","bachelor","uniform",10.4782608695652,9.28571428571429,10.8888888888889,11.1428571428571,2.41,10.2333333333333,10.5,10.2,10,7,13,5,2,2,3,3,2,4,3,2,4,4,2,3,5,4,4,0.00273972602739726,0,0,0.00273972602739726,0,0.00273972602739726
181,58,"female","unemployed","high_school","uniform",16.65,13.4285714285714,17,20,3.58,15.5172413793103,13.2,16.5555555555556,16.9,9,25,6,2,1,3,2,1,1,1,1,5,8,2,5,6,3,2,0,0,0,0.0136986301369863,0.0273972602739726,0
182,35,"male","working","bachelor","normal_moderate",25,25,25,25,5,23.1,23.7,21.3,24.3,10,26,38,2,4,4,4,3,3,4,2,7,6,4,9,3,8,5,0,0,0,0.0164383561643836,0.273972602739726,0.571428571428571
183,34,"female","working","bachelor","normal_moderate",20.2272727272727,19.1666666666667,20.1428571428571,21,4.45,19.6333333333333,20.2,17.9,20.8,8,20,41,2,2,3,3,2,2,1,2,3,2,3,0,1,1,2,0.0273972602739726,0,0,0.0655737704918033,2,0.857142857142857
184,36,"female","unemployed","bachelor","normal_low",23.72,23.75,22.6666666666667,24.875,5.93,23.9,23.7,23.1,24.9,5,25,30,1,1,2,2,1,1,2,1,1,0,0,1,7,1,1,0,0,0,0,0.0327868852459016,0
185,31,"female","working","bachelor","normal_high",19.3809523809524,19.1428571428571,20.375,18.3333333333333,4.07,16.8,17.4,16.9,16.1,9,19,43,4,2,3,4,4,3,4,4,5,7,5,5,5,5,5,1.42857142857143,0,1,0,0,1.71428571428571
186,29,"male","working","high_school","normal_low",23.96,22.4285714285714,24.7,24.375,5.99,24.3333333333333,23,24.7,25.3,5,30,36,2,1,2,1,2,2,1,1,5,4,1,3,6,3,1,0,0.00273972602739726,0,0.0327868852459016,0,0
187,67,"male","working","high_school","uniform",10.7142857142857,8.66666666666667,11.375,11.7142857142857,2.25,10.6,10.6,10.8,10.4,9,20,18,2,2,2,3,2,2,1,1,5,2,7,7,7,6,5,0.0164383561643836,0,0,0.0301369863013699,0.273972602739726,0
188,44,"male","working","high_school","normal_low",26.0416666666667,28.5714285714286,25,25,6.25,26.6,29.3,25,25.5,6,25,22,3,3,3,4,3,2,2,3,7,6,5,1,2,4,6,0,0,11,0,0.00821917808219178,0.0983606557377049
189,43,"male","working","high_school","normal_high",24.7777777777778,24,25.125,25,4.46,21,22.4,20.7,19.9,12,25,14,2,3,3,2,2,1,2,2,3,2,2,3,4,3,3,0,0,0,0,0,0
190,32,"female","working","bachelor","normal_high",15.4347826086957,15.1428571428571,16.25,14.875,3.55,14.1333333333333,15.1,13.6,13.7,7,21,33,2,2,2,3,2,2,2,2,6,3,1,4,3,4,4,0.00821917808219178,0,1.42857142857143,0.00273972602739726,0.131147540983607,0.857142857142857
191,31,"female","unemployed","bachelor","uniform",10.3636363636364,10.4285714285714,10.75,9.85714285714286,2.28,10.2333333333333,11.3,10.3,9.1,8,10,32,2,1,2,1,2,1,1,1,1,2,1,1,6,0,1,0.0136986301369863,0,0,0,0.00547945205479452,0
192,44,"female","working","bachelor","normal_moderate",15.2222222222222,11.7,14.1111111111111,20.875,4.11,15.2666666666667,11.7,13.1,21,3,31,14,2,2,3,2,2,3,1,2,2,1,2,6,6,5,5,0,0,0,0,1,0
193,35,"male","working","high_school","normal_high",22.3333333333333,22,23.6666666666667,21.2,4.02,19.4137931034483,20.6,19.6666666666667,18,11,26,5,3,2,3,4,4,2,4,4,8,6,0,6,7,6,7,0.142857142857143,0,0,0,0,0.571428571428571
194,35,"female","working","bachelor","normal_moderate",16.0869565217391,15.2222222222222,15.4,17.3333333333333,3.7,16.5333333333333,15.5,16.6,17.5,7,23,31,1,3,3,3,2,1,1,1,7,2,1,3,2,5,2,0.0136986301369863,0,0,0.00273972602739726,0.714285714285714,0
195,31,"male","working","bachelor","normal_high",20.65,15.5714285714286,21.7142857142857,25.3333333333333,4.13,17.9333333333333,14.9,18.6,20.3,10,22,16,2,3,3,3,2,2,3,3,7,7,2,5,6,3,6,0.0136986301369863,0.0327868852459016,4,0.131147540983607,0.163934426229508,0
196,36,"female","working","high_school","normal_low",24.8695652173913,24.6666666666667,23.875,25.8888888888889,5.72,25.3,25.5,24.9,25.5,7,26,36,2,2,2,2,2,2,2,2,7,2,2,3,5,3,3,0.0136986301369863,0.0273972602739726,20,0,0.0136986301369863,0.714285714285714
197,36,"female","working","high_school","normal_moderate",17,17.1428571428571,16.625,17.2,4.25,16.7666666666667,18.2,14.9,17.2,5,23,14,2,1,3,3,2,2,2,2,7,6,6,5,3,6,3,0.131147540983607,0.00547945205479452,0,0.00547945205479452,0.0655737704918033,0.714285714285714
198,53,"female","working","professional","normal_high",24.9473684210526,21.7142857142857,25.5714285714286,28.6,4.74,20.7666666666667,19.2,21.4,21.7,11,23,7,1,1,1,1,1,1,1,1,0,1,0,1,6,0,1,0.00273972602739726,0,0,0,0.0655737704918033,0.00547945205479452
199,32,"female","working","professional","normal_high",19.5238095238095,16.2857142857143,21.125,21.1666666666667,4.1,16.9,15.4,17.5,17.8,9,16,5,1,1,1,1,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0
200,61,"female","retired","high_school","normal_low",20.3703703703704,20.625,20.5,20,5.5,20.8,21.7,20.5,20.2,3,25,25,1,1,1,1,1,1,1,1,2,0,0,1,1,1,1,0.010958904109589,0,0,0,0.00547945205479452,0.00273972602739726
201,36,"female","working","bachelor","normal_high",22,16.5714285714286,22.75,28.4,4.4,18.6666666666667,15.6,18.8,21.6,10,27,25,3,3,3,4,3,2,2,3,6,5,5,5,4,7,7,0,0,0,0,3.57142857142857,0.857142857142857
202,34,"female","working","bachelor","normal_high",14.68,16.5714285714286,12.3333333333333,15.5555555555556,3.67,14.0333333333333,15.6,11.2,15.3,5,32,0,3,5,5,4,2,3,2,3,8,1,3,6,2,4,6,0.142857142857143,0.131147540983607,4,0,2,2.42857142857143
203,52,"male","working","bachelor","normal_low",24.9615384615385,22.75,25.5555555555556,26.3333333333333,6.49,24.8333333333333,22.9,25.7,25.9,4,31,20,3,2,3,2,2,3,2,2,7,4,3,8,6,7,7,0,0,0,0.00821917808219178,0.0983606557377049,0
204,41,"female","working","high_school","normal_high",32.0666666666667,34.1666666666667,30.4,31,4.81,25.2,27.8,24.4,23.4,15,53,30,2,2,3,2,2,2,2,1,4,3,0,5,1,2,3,0,0,0,0,0,0
205,45,"female","working","master","normal_high",26.125,25.5714285714286,26.5,26.6,4.18,21.7666666666667,21.9,22.7,20.7,14,22,30,1,1,1,1,1,2,1,1,4,1,1,7,5,2,1,0,0,0,0.00273972602739726,0.0273972602739726,0.0327868852459016
206,49,"female","working","bachelor","normal_moderate",22.5,24,21,22.7142857142857,4.05,21.9666666666667,24.1,19,22.8,12,24,34,2,3,3,3,2,2,2,2,7,5,6,6,4,6,6,0.0655737704918033,0,3,0.327868852459016,0.285714285714286,0.857142857142857
207,22,"female","working","bachelor","normal_moderate",10.5555555555556,10,9.75,11.7,2.85,10.6333333333333,10.8,9.4,11.7,3,64,0,1,2,4,3,3,2,1,3,6,7,7,3,0,1,2,0.010958904109589,0.00273972602739726,0.00821917808219178,0,3.27868852459016,0.136986301369863
208,41,"female","working","bachelor","normal_moderate",17.8571428571429,16.6666666666667,17.5,19.2857142857143,3.75,19.6666666666667,21.3,15.6,22.1,9,30,16,2,2,3,3,2,3,2,2,5,2,1,6,4,4,4,0.0164383561643836,0,0,0,0,0
